1774221779558,2026-03-22T23:22:59Z,220326,232259.000,38.94517666666666,-77.40477333333334,131.0,0.54,106.54,,1,3,13,7,72|87|86|71|65|88|79,0.79,0.71,1.06,-33.4
1774221809558,2026-03-22T23:23:29Z,220326,232329.000,38.94516,-77.404805,130.4,0.13,235.09,,1,3,14,7,72|87|86|71|65|88|79,0.85,0.77,1.15,-33.4
1774221839560,2026-03-22T23:23:59Z,220326,232359.000,38.94518,-77.40476833333334,129.7,0.38,44.36,,1,3,14,7,72|87|86|71|65|88|79,0.85,0.77,1.15,-33.4
1774221869566,2026-03-22T23:24:29Z,220326,232429.000,38.945215,-77.40474833333333,130.6,0.56,51.15,,1,3,12,7,72|87|86|71|65|88|79,1.0,0.8,1.28,-33.4
1774221900363,2026-03-22T23:25:00Z,220326,232500.000,38.94519666666667,-77.40474166666667,130.6,0.09,39.23,,1,3,13,7,72|87|86|71|65|88|79,0.85,0.79,1.17,-33.4
1774221930385,2026-03-22T23:25:30Z,220326,232530.000,38.94518,-77.40472333333334,130.9,0.98,62.72,,1,3,13,7,72|87|86|71|65|88|79,0.86,0.79,1.17,-33.4
1774221960405,2026-03-22T23:26:00Z,220326,232600.000,38.94517333333333,-77.40470499999999,130.7,0.31,57.3,,1,3,15,7,72|87|86|71|65|88|79,0.75,0.69,1.01,-33.4
1774221990457,2026-03-22T23:26:30Z,220326,232630.000,38.945166666666665,-77.40470499999999,131.0,0.21,62.78,,1,3,13,7,72|87|86|71|65|88|79,0.86,0.8,1.17,-33.4
1774222020463,2026-03-22T23:27:00Z,220326,232700.000,38.945190000000004,-77.40469499999999,131.2,0.71,259.37,,1,3,12,7,72|87|86|71|65|88|79,0.89,0.81,1.2,-33.4
1774222050502,2026-03-22T23:27:30Z,220326,232730.000,38.945193333333336,-77.40470833333333,131.3,0.28,66.05,,1,3,12,7,72|87|86|71|65|88|79,0.93,0.83,1.25,-33.4
1774222080552,2026-03-22T23:28:00Z,220326,232800.000,38.94520333333333,-77.40472333333334,132.1,0.12,70.15,,1,3,13,7,72|87|86|71|65|88|79,0.86,0.8,1.18,-33.4
1774222110560,2026-03-22T23:28:30Z,220326,232830.000,38.94515,-77.40476166666667,132.3,0.34,229.7,,1,3,12,7,72|87|86|71|65|88|79,0.88,0.81,1.2,-33.4
1774222140576,2026-03-22T23:29:00Z,220326,232900.000,38.94515,-77.40478499999999,132.0,0.25,229.7,,1,3,14,7,72|87|86|65|71|88|79,0.86,0.78,1.16,-33.4
1774222171387,2026-03-22T23:29:31Z,220326,232931.000,38.94515166666667,-77.404795,132.0,0.18,288.34,,1,3,13,7,72|87|86|65|71|88|79,0.86,0.81,1.2,-33.4
1774222201431,2026-03-22T23:30:01Z,220326,233001.000,38.94515166666667,-77.40477833333333,133.3,0.08,73.88,,1,3,12,7,72|87|86|65|71|88|79,0.89,0.81,1.2,-33.4
1774222231483,2026-03-22T23:30:31Z,220326,233031.000,38.94517833333334,-77.404775,133.2,0.31,347.48,,1,3,13,7,72|87|86|65|71|88|79,0.86,0.81,1.18,-33.4
1774222261488,2026-03-22T23:31:01Z,220326,233101.000,38.94518166666667,-77.40476833333334,133.4,0.29,51.41,,1,3,12,7,72|87|86|65|71|88|79,0.89,0.81,1.2,-33.4
1774222291537,2026-03-22T23:31:31Z,220326,233131.000,38.945193333333336,-77.40477,133.3,0.41,353.3,,1,3,13,13,5|20|29|13,0.87,0.81,1.18,-33.4
1774222321557,2026-03-22T23:32:01Z,220326,233201.000,38.945195,-77.40477833333333,133.7,0.33,182.17,,1,3,13,13,5|20|29|13,0.87,0.81,1.19,-33.4
1774222351614,2026-03-22T23:32:31Z,220326,233231.000,38.94518166666667,-77.40477,134.2,0.27,167.86,,1,3,13,13,5|20|29|13|15|21|11|18,0.87,0.81,1.19,-33.4
1774222381636,2026-03-22T23:33:01Z,220326,233301.000,38.945190000000004,-77.40476833333334,133.7,0.6,292.16,,1,3,13,13,5|20|29|13|15|21|51|11,0.87,0.81,1.19,-33.4
1774222411683,2026-03-22T23:33:31Z,220326,233331.000,38.94517833333334,-77.404765,133.3,0.98,259.31,,1,3,10,13,5|20|29|13|15|21|11|18|33|30|23|7,0.98,0.87,1.31,-33.4
1774222441710,2026-03-22T23:34:01Z,220326,233401.000,38.94518666666667,-77.40478833333333,133.3,0.06,34.09,,1,3,12,13,5|20|29|13|15|21|11|18|48|30|23|7,0.93,0.82,1.24,-33.4
1774222471714,2026-03-22T23:34:31Z,220326,233431.000,38.94517833333334,-77.40480333333333,133.4,0.16,22.65,,1,3,12,13,5|20|29|13|15|21|11|18|30|23|7|25,0.91,0.86,1.25,-33.4
1774222501724,2026-03-22T23:35:01Z,220326,233501.000,38.94516833333333,-77.40481333333334,133.3,0.15,211.23,,1,3,12,13,5|20|29|13|15|21|11|18|30|23|7|25|34,1.04,0.84,1.34,-33.4
1774222531740,2026-03-22T23:35:31Z,220326,233531.000,38.94515666666667,-77.40482999999999,132.9,0.16,211.23,,1,3,12,13,5|20|29|13|15|21|11|18|30|23|7|25|34,0.87,0.85,1.22,-33.4
1774222561811,2026-03-22T23:36:01Z,220326,233601.000,38.94515333333333,-77.40484,132.5,0.26,211.77,,1,3,13,7,72|87|86|65,0.87,0.82,1.2,-33.4
1774222591813,2026-03-22T23:36:31Z,220326,233631.000,38.94516333333333,-77.40484,132.3,0.09,35.75,,1,3,13,7,72|87|86|65,0.87,0.82,1.2,-33.4
1774222621839,2026-03-22T23:37:01Z,220326,233701.000,38.94516833333333,-77.40484166666667,132.1,0.42,242.76,,1,3,14,6,72|87|86|65,0.87,0.79,1.18,-33.4
1774222651882,2026-03-22T23:37:31Z,220326,233731.000,38.945166666666665,-77.40484833333333,131.9,0.02,242.76,,1,3,15,6,72|87|65|86|71|88,0.78,0.77,1.1,-33.4
1774222681952,2026-03-22T23:38:01Z,220326,233801.000,38.94517166666667,-77.40485333333332,131.6,0.28,242.76,,1,3,15,6,72|87|65|86|71|88,0.78,0.77,1.1,-33.4
1774222712409,2026-03-22T23:38:32Z,220326,233832.000,38.94518,-77.404855,131.3,0.32,288.46,,1,3,15,6,72|87|65|86|71|88,0.78,0.78,1.1,-33.4
1774222742445,2026-03-22T23:39:02Z,220326,233902.000,38.945185,-77.40486333333334,131.5,0.36,288.46,,1,3,15,6,72|87|65|86|71|88,0.78,0.78,1.1,-33.4
1774222772507,2026-03-22T23:39:32Z,220326,233932.000,38.94517833333334,-77.40487,131.3,0.03,288.46,,1,3,15,6,72|87|65|86|88|71,0.78,0.78,1.1,-33.4
1774222802576,2026-03-22T23:40:02Z,220326,234002.000,38.94517166666667,-77.40487333333334,131.0,0.19,230.16,,1,3,14,6,72|87|65|86|88|71,0.79,0.8,1.12,-33.4
1774222832583,2026-03-22T23:40:32Z,220326,234032.000,38.94516333333333,-77.40486333333334,130.7,0.4,230.16,,1,3,15,6,72|87|65|86|88|71,0.79,0.78,1.11,-33.4
1774222863403,2026-03-22T23:41:03Z,220326,234103.000,38.94517,-77.404855,130.7,0.25,230.16,,1,3,14,6,72|87|65|86|88|71,0.79,0.8,1.12,-33.4
1774222893447,2026-03-22T23:41:33Z,220326,234133.000,38.94518,-77.40484333333333,130.6,0.1,8.74,,1,3,14,6,72|87|65|86|88|71,0.79,0.8,1.13,-33.4
1774222923484,2026-03-22T23:42:03Z,220326,234203.000,38.94518,-77.40483833333333,130.7,0.09,8.74,,1,3,14,6,72|87|65|86|88|71,0.84,0.78,1.14,-33.4
1774222953503,2026-03-22T23:42:33Z,220326,234233.000,38.94517333333333,-77.40483333333333,130.7,0.1,150.39,,1,3,15,6,72|87|65|86|88|71,0.79,0.78,1.11,-33.4
1774222983524,2026-03-22T23:43:03Z,220326,234303.000,38.94518,-77.40483666666667,130.9,0.15,150.39,,1,3,15,6,72|87|65|86|88|71,0.79,0.78,1.11,-33.4
